age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income>50K
37.0,Self-emp-not-inc,326400.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,30.0,United-States,0
41.0,Private,211253.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,1
38.0,Self-emp-not-inc,331374.0,11th,7.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,60.0,United-States,0
56.0,Private,102106.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0
34.0,Private,35595.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,0
81.0,Private,98116.0,Bachelors,13.0,Widowed,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,1
36.0,Local-gov,101833.0,Bachelors,13.0,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
26.0,Private,112847.0,Assoc-voc,11.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40.0,United-States,0
29.0,Private,134813.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0
41.0,Private,116391.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
59.0,Private,750972.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
31.0,Private,80511.0,Assoc-acdm,12.0,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,44.0,United-States,0
24.0,Private,314440.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
31.0,Private,164243.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1579.0,40.0,United-States,0
20.0,Private,325033.0,12th,8.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,35.0,United-States,1
32.0,Private,164197.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1
25.0,Federal-gov,207342.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0
43.0,Self-emp-not-inc,245056.0,Preschool,1.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,Haiti,0
45.0,Private,196584.0,Assoc-voc,11.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1564.0,40.0,United-States,1
50.0,Federal-gov,251585.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,United-States,1
40.0,Private,59916.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
60.0,Self-emp-not-inc,95445.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,3137.0,0.0,46.0,United-States,0
31.0,Self-emp-not-inc,325355.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,1902.0,40.0,United-States,1
19.0,Private,69182.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,27.0,United-States,0
36.0,Private,229180.0,Some-college,10.0,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.0,40.0,Cuba,0
27.0,Self-emp-not-inc,259873.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,60.0,United-States,1
26.0,Private,366889.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
38.0,Private,207568.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178.0,0.0,40.0,United-States,1
49.0,Private,50567.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,32.0,United-States,0
43.0,Private,196344.0,5th-6th,3.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Mexico,0
19.0,Private,196857.0,11th,7.0,Never-married,Adm-clerical,Own-child,White,Female,594.0,0.0,15.0,United-States,0
31.0,Private,209101.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1
46.0,Local-gov,199281.0,Bachelors,13.0,Separated,Prof-specialty,Unmarried,White,Male,0.0,0.0,40.0,United-States,0
17.0,Private,165361.0,10th,6.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,0
60.0,Private,198727.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,0
36.0,State-gov,180220.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,0
47.0,Private,78022.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0
81.0,State-gov,132204.0,1st-4th,2.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,20.0,United-States,0
32.0,Private,56150.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0
44.0,Private,201599.0,11th,7.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
36.0,State-gov,116554.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
30.0,Private,275232.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Unmarried,Black,Female,0.0,0.0,36.0,United-States,0
85.0,Private,188328.0,Masters,14.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,5.0,United-States,0
30.0,State-gov,136997.0,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
18.0,Private,251923.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,15.0,United-States,0
27.0,Private,236481.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,10.0,India,0
38.0,Private,82622.0,Some-college,10.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,0
21.0,Private,219137.0,10th,6.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,25.0,United-States,0
18.0,Private,209792.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,0
33.0,Self-emp-not-inc,24504.0,HS-grad,9.0,Separated,Craft-repair,Other-relative,White,Male,0.0,0.0,50.0,United-States,0
28.0,Private,354095.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
19.0,Private,190817.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,0
38.0,Local-gov,227154.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,0
27.0,Private,54897.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0
42.0,Self-emp-not-inc,373403.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,0
21.0,Private,89991.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0
31.0,Private,243142.0,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
57.0,Private,69884.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1
34.0,Private,189809.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,52.0,Jamaica,0
39.0,Private,58343.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,1
31.0,Private,100734.0,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,28.0,United-States,0
26.0,Private,181666.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,United-States,0
24.0,Private,122234.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,20.0,United-States,0
38.0,Private,237091.0,Some-college,10.0,Married-spouse-absent,Other-service,Unmarried,White,Female,0.0,0.0,36.0,Peru,0
21.0,Self-emp-not-inc,409230.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,30.0,United-States,0
51.0,Private,293802.0,5th-6th,3.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,52.0,United-States,0
48.0,Private,136455.0,Some-college,10.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,16.0,United-States,0
30.0,Private,77634.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0
60.0,Private,367695.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,1
26.0,State-gov,205333.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,10.0,United-States,0
48.0,Self-emp-not-inc,28791.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,50.0,United-States,0
42.0,Private,413297.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,0
42.0,Local-gov,96524.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1
38.0,Private,249720.0,Assoc-voc,11.0,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
48.0,Private,41411.0,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0
21.0,Private,109667.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,0
38.0,Private,196123.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0
36.0,Private,116608.0,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,38.0,United-States,0
50.0,Private,474229.0,HS-grad,9.0,Divorced,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,0
34.0,Private,197688.0,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0
23.0,Private,114939.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,0
50.0,Local-gov,163576.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,1
43.0,Private,199657.0,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,20.0,United-States,0
22.0,Private,180052.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,20.0,United-States,0
45.0,Private,358701.0,12th,8.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,10.0,Mexico,0
21.0,Private,225823.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
90.0,Private,77053.0,HS-grad,9.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,4356.0,40.0,United-States,0
29.0,Self-emp-not-inc,29616.0,HS-grad,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,65.0,United-States,0
41.0,Private,197919.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,60.0,United-States,0
62.0,Private,26966.0,Some-college,10.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
38.0,Local-gov,134444.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,72.0,United-States,0
32.0,Private,36467.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,1
55.0,Private,206487.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
61.0,Private,90051.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3456.0,0.0,44.0,Canada,0
34.0,Private,226883.0,HS-grad,9.0,Separated,Craft-repair,Unmarried,White,Male,0.0,0.0,49.0,United-States,0
20.0,Private,353696.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,28.0,United-States,0
26.0,Local-gov,189027.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0
42.0,Private,31251.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,37.0,United-States,0
39.0,Private,155603.0,Some-college,10.0,Never-married,Other-service,Own-child,Black,Female,0.0,2205.0,40.0,United-States,0
34.0,Self-emp-inc,343789.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,55.0,United-States,1
33.0,Private,238381.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,Black,Male,8614.0,0.0,40.0,United-States,1
28.0,Private,174327.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,0
21.0,Private,239577.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,0
47.0,Private,187969.0,11th,7.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,38.0,United-States,0
55.0,Private,170994.0,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
57.0,Self-emp-not-inc,103948.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,1
44.0,Private,67671.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0
20.0,Private,403519.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,1719.0,33.0,United-States,0
21.0,Local-gov,596776.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,Guatemala,0
33.0,Private,118941.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,1
20.0,Private,49179.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,35.0,United-States,0
53.0,Private,350131.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,48.0,United-States,1
18.0,Private,437851.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,0
17.0,Private,270587.0,11th,7.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,England,0
22.0,Private,189277.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
23.0,State-gov,251325.0,Some-college,10.0,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,8.0,United-States,0
40.0,Private,173001.0,Some-college,10.0,Married-civ-spouse,Tech-support,Own-child,White,Female,0.0,1902.0,40.0,United-States,1
42.0,Private,171841.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,0
33.0,Private,171637.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0.0,0.0,20.0,United-States,0
48.0,Private,278530.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,0
65.0,Private,172815.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,0
43.0,Private,146770.0,HS-grad,9.0,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
33.0,Private,158438.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,1
30.0,Private,148524.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2057.0,40.0,United-States,0
34.0,Self-emp-not-inc,156890.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,0
33.0,Private,231826.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Mexico,0
39.0,Private,214117.0,Some-college,10.0,Divorced,Craft-repair,Unmarried,Black,Male,0.0,0.0,40.0,United-States,0
32.0,Private,343789.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013.0,0.0,55.0,United-States,0
27.0,Private,147280.0,11th,7.0,Never-married,Other-service,Own-child,Other,Male,0.0,0.0,40.0,United-States,0
24.0,Private,106085.0,HS-grad,9.0,Never-married,Other-service,Own-child,Black,Male,0.0,1721.0,30.0,United-States,0
69.0,Self-emp-not-inc,215926.0,7th-8th,4.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,35.0,United-States,0
28.0,Private,211184.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0
23.0,Private,163665.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,32.0,United-States,0
37.0,Self-emp-not-inc,50096.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,30.0,United-States,0
52.0,Self-emp-not-inc,417227.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,70.0,United-States,0
50.0,Private,23686.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0.0,0.0,35.0,United-States,1
17.0,Private,160968.0,11th,7.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,16.0,United-States,0
36.0,Private,187098.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
27.0,Private,175387.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,1876.0,40.0,United-States,0
51.0,Private,191659.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,65.0,United-States,1
67.0,Local-gov,272587.0,7th-8th,4.0,Widowed,Other-service,Not-in-family,White,Female,1086.0,0.0,15.0,United-States,0
37.0,Self-emp-inc,593246.0,Bachelors,13.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,50.0,United-States,1
64.0,Self-emp-not-inc,165479.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,5.0,United-States,0
31.0,Private,158144.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
18.0,Private,140164.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,0
39.0,Private,326342.0,11th,7.0,Married-civ-spouse,Other-service,Husband,Black,Male,2635.0,0.0,37.0,United-States,0
41.0,Private,126622.0,11th,7.0,Divorced,Handlers-cleaners,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
42.0,Private,409902.0,HS-grad,9.0,Never-married,Exec-managerial,Unmarried,Black,Female,0.0,0.0,25.0,United-States,0
51.0,Private,257756.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-States,1
37.0,Self-emp-not-inc,216473.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,30.0,United-States,0
30.0,Private,239648.0,Some-college,10.0,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,0.0,0.0,40.0,Cambodia,0
24.0,Private,333505.0,HS-grad,9.0,Married-spouse-absent,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Peru,0
28.0,Private,472580.0,Some-college,10.0,Never-married,Sales,Own-child,Black,Male,0.0,0.0,40.0,United-States,0
41.0,Private,207578.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,50.0,India,1
35.0,Private,302149.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Cambodia,1
32.0,Private,153326.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0.0,0.0,40.0,United-States,0
31.0,Private,163003.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,0
22.0,Private,204226.0,HS-grad,9.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,0
32.0,Private,53373.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,36.0,United-States,0
36.0,Private,113397.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0
49.0,Private,83444.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
25.0,State-gov,129200.0,Some-college,10.0,Never-married,Transport-moving,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0
47.0,Local-gov,244813.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0
72.0,Private,118902.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2392.0,6.0,United-States,1
48.0,Private,202117.0,11th,7.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,34.0,United-States,0
46.0,Private,261688.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
21.0,Private,51047.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,25.0,United-States,0
39.0,Self-emp-inc,135500.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,40.0,United-States,1
52.0,Private,110563.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
22.0,Private,205839.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0
33.0,Private,194901.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0
65.0,Private,193216.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,9386.0,0.0,40.0,United-States,1
50.0,Self-emp-not-inc,42402.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,30.0,United-States,1
22.0,Local-gov,200109.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,15.0,United-States,0
